sep=,
ID,Text,Translation,VoiceActor,Context
963092369040,"A nearby Pylon is granting this unit a temporary shield giving <style TextPositive>50% damage reduction</style> and regeneration.
This shield lasts for 1 day after combat starts and takes 7 days to recharge.",,,ModItemRobotCondition FamiliarGroundRobo Description
204424421469,Nests Awaken Tutorial,,,ModItemTutorialHint nests_awaken_tutorial display_name
732273893108,START TUTORIAL,,,
375361284496,"<em>1 of 5</em>
Scissorhands & Shrieker Nests are now <style TextNegative>deadly hazards</style>!
Meaning they will now:
1. React to your presence
2. Consume nearby resources.
3. Launch scout patrols or launch their own attacks
4. Spawn more often, and based on how you play.",,,ModItemTutorialHint nests_awaken_tutorial Text
283738735418,"<em>2 of 5</em>
Once alerted to your presence, the nests will go into overdrive.
This means they will consume nearby resources faster.
Any units released will be sent right to your base!

<style TextNegative>Beware, lest you leave the nests be.....</style>
For in that path lies a literal disaster.
And the planet's denizens will realize and attempt to take out a ""rival"" species (YOU)!",,,ModItemTutorialHint nests_awaken_tutorial Text
760322908319,"<em>3 of 5</em>
If you have the Guardians DLC, there is <style TextPositive>something extra in here as well!</style>

<em>The Consortium is now hyperactive in this region of space.</em>.
One thing they now do is hurl automated mining bases to prospective locations.
What makes a prospective location you say? Rare metals, alloys, most things a burgeoning colony needs.....",,,ModItemTutorialHint nests_awaken_tutorial Text
400960854348,"<em>4 of 5</em>

You will also find <em>4 new Expedition Sites</em>, each with at least 3 possible outcomes!
These Expeditions can reward you with <style TextPositive>high tier pre-Tamed animals!</style>
they can also rewards you with <style TextNegative>even more new and unfriendly neighbors!</style>
After the expedition, you will find your new friend right next to the Balloon!",,,ModItemTutorialHint nests_awaken_tutorial Text
864350757194,"<em>5 of 5</em>

If you see this in any images from this mod (Or in any other mod I built/maintain) or by itself....
Consider it an <em>active commission</em> to make a Stranded Alien Dawn version of the image.
I am not a graphic artist or artistic in any way, and have had to resort to AI images or already made ones.
Which can really mess with my immersion.

You can reach out to me on the Git repo, Steam mod page, or Nexus mods. And let me know what image you would like to replace and your fee for use in the mod.",,,ModItemTutorialHint nests_awaken_tutorial Text
967680094442,"Animal attack: <em><notif_list_units('AnimalAttack', 'count only')></em>",,,ModItemNotificationPreset AnimalAttack text
638488043624,Animal attacks,,,ModItemNotificationPreset AnimalAttack rollover_title
561515660398,"The following animals are exhibiting hostile behavior towards the camp and its inhabitants.<newline><newline><notif_list_units('AnimalAttack', false, 'by_class_id')>",,,ModItemNotificationPreset AnimalAttack rollover_text
207697159669,Nitrus Stim,,,ModItemHealthCondition nest_attack_speed DisplayName
911023712614,This unit has been given faster movement to ensure that an attack hits.,,,ModItemHealthCondition nest_attack_speed Description
259323106762,Heal,,,
603190182564,Ni7rus Infus3d 4pp3nd4g3s,,,ModItemRobotCondition nest_attack_speed_robot DisplayName
232340131393,A statistically significant amount of WD-40 has been applied to this units appendages.,,,ModItemRobotCondition nest_attack_speed_robot Description
488692563652,Burned Homeland,,,ModItemAnimalPerk Default scissorhand_burned DisplayName
457344385808,"Due to your actions, this species is weaker (20% less max hp)",,,ModItemAnimalPerk Default scissorhand_burned Description
411437712425,Well fed,,,ModItemAnimalPerk Default scissorhand_full DisplayName
285043734535,"Due to your actions, this species is stronger (20% higher max hp)",,,ModItemAnimalPerk Default scissorhand_full Description
